037539616	32	230	Tashlum	102
215071325	15	453	Tashlum	174
038656633	11	390	Tashlum	237
029151750	252	126	Zikna	238
314589045	58	109	Teunot	755
031104656	137	120	Tashlum	120
049613938	58	130	Tashlum	131
309075778	122	144	Tashlum	183
038039939	18	94	Tashlum	424
038007100	7	262	Kitsva	930
035961325	126	110	Zikna	648
008424509	171	127	Nechut	755
009259995	143	135	Siudi	1531
228570115	4	192	Zikna	601
218213544	83	109	Siudi	972
211236484	28	129	Tashlum	140
035909118	48	266	Avtala	118
043477850	42	478	Tashlum	127
221324080	51	54	Tashlum	236
202507968	2	335	Zikna	883
219560026	7	319	Tashlum	109
215169798	182	214	Kitsva	325
239860521	16	595	Sheerim	1231
318008844	65	289	Tashlum	160
301921086	20	144	Tashlum	146
031427586	33	354	Tashlum	368
206245334	38	95	Tashlum	82
007482268	56	140	Tashlum	142
204450282	120	149	Zikna	275
333462950	8	320	Kitsva	749
317542348	7	144	Tashlum	135
036617132	24	647	Teunot	729
202281986	33	138	Tashlum	130
202718102	4	335	Sheerim	1341
215980517	19	121	Avtala	142
033427337	90	503	Zikna	388
033043969	16	98	Sheerim	832
338487192	13	502	Teunot	2243
225568955	131	332	Tashlum	129
049960008	23	237	Tashlum	158
316912922	13	94	Zikna	353
304044670	58	243	Siudi	1648
025366410	102	124	Tashlum	337
035143098	83	95	Tashlum	224
038675039	73	565	Tashlum	131
032408130	24	133	Siudi	980
201678976	134	267	Tashlum	165
237938931	6	143	Tashlum	144
032524969	15	119	Tashlum	149
003623766	157	271	Avtala	240
035123116	214	102	Avtala	249
206689093	69	275	Tashlum	252
049889553	182	172	Avtala	365
038105359	97	116	Tashlum	142
229364914	299	119	Avtala	423
035162494	9	226	Avtala	193
329805725	7	134	Avtala	220
033206111	69	383	Tashlum	171
031848773	31	113	Tashlum	54
229425871	37	417	Tashlum	257
022721823	25	139	Tashlum	124
043766922	90	305	Tashlum	377
228065579	10	114	Avtala	510
008581282	39	137	Avtala	219
039090485	8	149	Kitsva	397
302941737	32	450	Avtala	214
307646257	43	103	Zikna	554
022481279	40	199	Kitsva	464
331404533	41	186	Tashlum	121
036826386	71	305	Teunot	1116
343099917	64	243	Tashlum	122
346563786	112	532	Sheerim	600
312592090	15	281	Siudi	1423
207309931	65	141	Tashlum	299
321843260	52	129	Tashlum	276
307002279	73	173	Tashlum	339
038675203	37	144	Siudi	668
008506107	3	276	Tashlum	146
038458121	20	228	Tashlum	134
031042120	88	110	Avtala	180
205071848	3	471	Tashlum	127
219667227	15	66	Sheerim	323
032385759	11	214	Teunot	687
028249951	104	551	Tashlum	545
221428865	14	233	Tashlum	293
039407093	85	110	Tashlum	195
037202140	6	439	Avtala	229
035506617	12	147	Zikna	314
038930822	31	274	Tashlum	259
006407803	22	253	Avtala	187
218255032	31	229	Tashlum	179
201481223	17	118	Avtala	199
225224252	78	317	Tashlum	174
035776319	28	123	Tashlum	141
022311252	16	112	Nechut	1181
201098332	49	120	Tashlum	338
035885482	26	564	Kitsva	373
208976472	61	143	Tashlum	134
008489239	19	525	Nechut	2502
203712427	109	349	Tashlum	143
218949253	63	655	Tashlum	177
036222867	1	161	Siudi	509
301618500	29	271	Avtala	241
004063459	41	131	Sheerim	445
033947334	65	459	Avtala	209
301060513	140	124	Zikna	314
035952274	7	0	Sheerim	577
333815595	76	136	Avtala	239
034995662	69	373	Tashlum	252
213328628	32	345	Siudi	1032
318180759	21	517	Siudi	2303
218045680	28	481	Zikna	424
329890404	15	131	Kitsva	443
332188440	11	879	Zikna	329
202441598	10	100	Siudi	927
318001120	3	689	Sheerim	1123
033245226	50	85	Avtala	243
222000192	20	188	Tashlum	143
038788980	117	258	Zikna	500
347771560	17	149	Tashlum	118
334884459	13	728	Tashlum	87
025378662	67	160	Nechut	940
218003903	9	101	Tashlum	307
003248341	202	107	Teunot	476
218255693	38	69	Tashlum	85
339101156	89	540	Avtala	238
037423456	88	114	Tashlum	197
203705587	122	192	Tashlum	577
031666787	37	250	Avtala	247
034524298	217	254	Tashlum	183
027748276	39	320	Sheerim	915
029214400	25	497	Avtala	321
022013981	49	485	Tashlum	300
004935656	49	398	Avtala	181
027347772	24	137	Avtala	224
026335828	9	215	Avtala	653
037614120	99	475	Zikna	485
034218065	14	133	Zikna	394
314735242	10	431	Tashlum	139
308493501	14	428	Nechut	1036
237330527	64	281	Tashlum	356
203736582	18	90	Zikna	377
318669843	8	145	Tashlum	148
035769678	27	142	Avtala	384
207896549	109	124	Sheerim	876
034840827	144	108	Sheerim	705
334340221	66	352	Tashlum	90
036011880	11	147	Tashlum	220
302412911	171	385	Nechut	844
008438210	21	295	Avtala	303
209628486	27	219	Zikna	385
007596414	7	400	Tashlum	158
324823095	46	289	Zikna	664
223336959	68	133	Avtala	222
036935278	111	214	Avtala	240
225071513	64	375	Tashlum	215
301357679	33	136	Kitsva	409
216844001	50	521	Avtala	500
208096347	20	165	Siudi	1477
334659802	67	43	Tashlum	327
025065400	24	265	Avtala	408
028703239	18	99	Sheerim	536
042160143	56	203	Tashlum	167
005278858	102	80	Avtala	248
036707693	3	547	Siudi	1225
337462956	99	163	Teunot	855
035480805	93	128	Tashlum	424
304452915	95	147	Tashlum	278
309596922	18	444	Zikna	1015
042744391	3	206	Siudi	2009
336915152	39	185	Avtala	242
027364363	14	146	Kitsva	412
335120408	154	245	Tashlum	107
008877771	24	194	Tashlum	318
309924843	3	258	Teunot	1039
033291428	2	336	Avtala	344
217000306	27	134	Avtala	212
029004264	24	431	Avtala	469
223416017	3	194	Avtala	414
005814199	49	119	Avtala	163
021617980	17	323	Tashlum	119
036329225	93	573	Teunot	1794
004848016	66	343	Tashlum	101
031497118	23	133	Siudi	2409
219336393	115	116	Kitsva	664
329243240	64	370	Tashlum	124
039199112	15	242	Zikna	772
046321444	90	210	Tashlum	107
039446893	41	317	Tashlum	136
322216474	14	60	Avtala	541
038746475	63	174	Siudi	741
049111172	126	141	Siudi	1125
038812764	7	223	Tashlum	274
028946648	85	72	Teunot	1279
324788314	215	345	Avtala	154
038382479	5	466	Avtala	217
004278636	73	427	Tashlum	79
318864477	21	309	Kitsva	1117
225662329	86	365	Tashlum	180
333611119	37	697	Tashlum	111
303762785	19	417	Zikna	546
039463500	49	83	Avtala	501
333348472	50	597	Tashlum	148
032122095	101	131	Teunot	1353
037991494	24	389	Avtala	311
222395758	17	128	Teunot	652
214773301	26	90	Tashlum	174
001147644	337	428	Tashlum	373
035242254	11	407	Tashlum	268
031446446	213	375	Teunot	1061
032511156	46	179	Tashlum	180
329260525	280	127	Avtala	380
201908894	128	182	Avtala	706
035099357	182	179	Sheerim	647
032868309	25	126	Tashlum	146
348804410	47	339	Zikna	357
334492394	86	475	Zikna	335
234449395	124	137	Tashlum	237
229232194	52	135	Sheerim	515
041295890	61	113	Tashlum	192
033959354	83	353	Tashlum	195
028225696	5	137	Tashlum	134
035099266	154	315	Avtala	724
035039577	68	794	Tashlum	161
305325144	15	138	Avtala	391
219954237	48	117	Zikna	244
037842150	6	288	Tashlum	99
037649464	38	118	Siudi	1261
306410465	93	728	Siudi	830
227440799	12	124	Zikna	601
048090070	32	324	Avtala	426
032098915	15	119	Siudi	659
305079444	68	141	Tashlum	137
208966218	22	144	Avtala	441
008268468	41	85	Kitsva	1003
031127038	8	92	Tashlum	117
037865581	24	142	Tashlum	249
328171004	66	172	Zikna	927
041939042	21	114	Tashlum	270
037539251	41	361	Avtala	255
036336907	88	82	Siudi	1031
005032834	68	143	Tashlum	149
033783382	106	140	Sheerim	494
031587900	4	133	Tashlum	119
221784168	12	84	Tashlum	209
347090938	235	146	Siudi	3217
029396397	1	148	Tashlum	139
329966634	105	380	Tashlum	138
004465241	55	744	Avtala	194
039377338	6	118	Tashlum	124
047284773	34	388	Tashlum	407
323926741	17	243	Tashlum	355
042695338	40	215	Tashlum	140
209064559	26	106	Tashlum	207
307467860	40	195	Avtala	499
039388731	16	129	Tashlum	121
027336528	12	788	Tashlum	131
034164830	126	140	Avtala	438
043498419	47	177	Tashlum	145
035551225	16	80	Tashlum	216
039293097	28	137	Avtala	305
004176095	35	55	Tashlum	129
212100978	98	275	Tashlum	131
032874083	165	388	Tashlum	121
005328646	20	295	Avtala	282
037923000	27	453	Siudi	1475
301225272	193	330	Nechut	1408
331768283	82	400	Avtala	519
216353169	17	102	Tashlum	171
005760541	84	535	Teunot	1502
005820105	41	224	Zikna	886
208553149	20	248	Sheerim	1121
031614225	32	138	Nechut	1202
049239999	50	64	Tashlum	425
344456454	45	148	Avtala	234
216348284	124	335	Avtala	177
028705937	63	302	Avtala	165
307450791	61	257	Avtala	161
315664292	244	123	Siudi	1350
023206006	136	160	Zikna	244
217935568	176	156	Tashlum	132
032200404	27	531	Teunot	541
041595190	34	122	Tashlum	69
022206544	44	549	Teunot	668
008602401	87	245	Tashlum	135
033163940	46	127	Tashlum	464
041187584	95	424	Avtala	613
344809322	132	390	Avtala	593
027755990	10	196	Tashlum	62
022189732	324	142	Tashlum	72
305688129	24	182	Zikna	159
216904425	52	344	Siudi	815
219283454	54	436	Tashlum	292
334042645	1	248	Tashlum	160
038925350	28	129	Tashlum	222
304535701	3	178	Tashlum	231
337188882	139	175	Avtala	138
205767940	23	289	Avtala	270
026476739	22	392	Tashlum	215
006086458	41	131	Tashlum	169
305218992	53	101	Sheerim	1341
205827348	3	248	Siudi	787
223374075	16	192	Sheerim	784
035024900	40	411	Avtala	338
301103586	32	189	Tashlum	96
037936564	77	242	Kitsva	544
211790605	70	112	Tashlum	137
034693978	72	227	Sheerim	649
336265517	25	198	Nechut	1468
223515644	27	224	Tashlum	355
222205320	102	187	Kitsva	535
002477529	16	132	Zikna	883
037288073	66	126	Tashlum	100
031457435	99	121	Tashlum	133
035918481	252	99	Tashlum	139
216311944	72	127	Avtala	305
332405430	52	455	Tashlum	274
027528363	11	252	Tashlum	140
037463817	75	120	Tashlum	151
024289456	31	314	Zikna	750
023147705	116	401	Teunot	1855
001958149	77	113	Tashlum	239
032060634	53	586	Nechut	1876
229001037	29	202	Siudi	719
218384063	44	349	Tashlum	334
332747989	22	332	Avtala	480
222652893	38	96	Tashlum	302
217287218	31	280	Tashlum	186
025143991	181	103	Tashlum	79
225971209	51	708	Tashlum	116
039462478	57	128	Avtala	245
228392924	1	219	Avtala	242
032755837	9	304	Tashlum	243
218620904	47	211	Tashlum	237
024493371	42	284	Teunot	845
309164218	56	107	Avtala	551
311737233	50	248	Tashlum	294
032315707	72	144	Avtala	178
307942342	5	247	Tashlum	165
317069391	11	68	Tashlum	201
028746311	15	332	Nechut	982
